(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Tree1 (24) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Tree2 (5) (111 verts)	-1	False	False	True	2	[Alternate_Dirt (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x2 times]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Tree1 (35) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Tree1 (19) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Tree1 (8) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Tree1 (33) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Tree1 (14) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Mesh1_Group1_Model (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Tree1 (30) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Tree1 (27) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Tree2 (1) (111 verts)	-1	False	False	True	2	[Alternate_Dirt (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x2 times]
		Tree1 (29) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (1) (24 verts)	-1	False	False	True	1	[Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Tree2 (12) (111 verts)	-1	False	False	True	2	[Alternate_Dirt (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x2 times]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Tree1 (16) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Mesh1_Group1_Model (1) (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
		Tree1 (2) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Tree1 (4) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Tree1 (5) (131 verts)	-1	False	False	True	2	[Grass (UnityEngine.Material)] [Alternate_Dirt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x2 times]
		Mesh1_Group1_Model (1) (61 verts)	-1	False	True	True	3	[Asphalt (UnityEngine.Material)] [Stone (UnityEngine.Material)] [Grass (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Mesh1_Group1_Model (24 verts)	-1	False	False	True	1	[Asphalt (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 6x3 times]
	Standard (31973 verts): 
		car_3 (3) (1434 verts)	-1	False	True	False	4	[car_green (UnityEngine.Material)] [car_glass (UnityEngine.Material)] [car_black (UnityEngine.Material)] [car_light (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		wheel_1_R.001 (400 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_1_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_R (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_1_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		car_1 (2) (1416 verts)	-1	False	True	False	4	[car_blue (UnityEngine.Material)] [car_glass (UnityEngine.Material)] [car_black (UnityEngine.Material)] [car_light (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		wheel_2_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_1_R.001 (400 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_R.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		Building30 (382 verts)	-1	False	True	False	75	[noname3600 (UnityEngine.Material)] [noname3602 (UnityEngine.Material)] [noname3614 (UnityEngine.Material)] [noname3620 (UnityEngine.Material)] [noname3636 (UnityEngine.Material)] [noname3627 (UnityEngine.Material)] [noname3640 (UnityEngine.Material)] [noname3572 (UnityEngine.Material)] [noname3608 (UnityEngine.Material)] [noname3588 (UnityEngine.Material)] [noname3606 (UnityEngine.Material)] [noname3587 (UnityEngine.Material)] [noname3611 (UnityEngine.Material)] [noname3591 (UnityEngine.Material)] [noname3603 (UnityEngine.Material)] [noname3646 (UnityEngine.Material)] [noname3595 (UnityEngine.Material)] [noname3601 (UnityEngine.Material)] [noname3584 (UnityEngine.Material)] [noname3622 (UnityEngine.Material)] [noname3635 (UnityEngine.Material)] [noname3624 (UnityEngine.Material)] [noname3643 (UnityEngine.Material)] [noname3585 (UnityEngine.Material)] [noname3582 (UnityEngine.Material)] [noname3598 (UnityEngine.Material)] [noname3628 (UnityEngine.Material)] [noname3621 (UnityEngine.Material)] [noname3579 (UnityEngine.Material)] [noname3574 (UnityEngine.Material)] [noname3631 (UnityEngine.Material)] [noname3626 (UnityEngine.Material)] [noname3625 (UnityEngine.Material)] [noname3632 (UnityEngine.Material)] [noname3599 (UnityEngine.Material)] [noname3593 (UnityEngine.Material)] [noname3578 (UnityEngine.Material)] [noname3581 (UnityEngine.Material)] [noname3641 (UnityEngine.Material)] [noname3630 (UnityEngine.Material)] [noname3616 (UnityEngine.Material)] [noname3618 (UnityEngine.Material)] [noname3592 (UnityEngine.Material)] [noname3613 (UnityEngine.Material)] [noname3638 (UnityEngine.Material)] [noname3576 (UnityEngine.Material)] [noname3597 (UnityEngine.Material)] [noname3596 (UnityEngine.Material)] [noname3633 (UnityEngine.Material)] [noname3617 (UnityEngine.Material)] [noname3580 (UnityEngine.Material)] [noname3573 (UnityEngine.Material)] [noname3645 (UnityEngine.Material)] [noname3629 (UnityEngine.Material)] [noname3589 (UnityEngine.Material)] [noname3634 (UnityEngine.Material)] [noname3619 (UnityEngine.Material)] [noname3639 (UnityEngine.Material)] [noname3590 (UnityEngine.Material)] [noname3605 (UnityEngine.Material)] [noname3637 (UnityEngine.Material)] [noname3623 (UnityEngine.Material)] [noname3642 (UnityEngine.Material)] [noname3577 (UnityEngine.Material)] [noname3612 (UnityEngine.Material)] [noname3607 (UnityEngine.Material)] [noname3609 (UnityEngine.Material)] [noname3583 (UnityEngine.Material)] [noname3594 (UnityEngine.Material)] [noname3575 (UnityEngine.Material)] [noname3586 (UnityEngine.Material)] [noname3644 (UnityEngine.Material)] [noname3610 (UnityEngine.Material)] [noname3604 (UnityEngine.Material)] [noname3615 (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		wheel_2_R (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		car_3 (2) (1434 verts)	-1	False	True	False	4	[car_green (UnityEngine.Material)] [car_glass (UnityEngine.Material)] [car_black (UnityEngine.Material)] [car_light (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		wheel_1_R.001 (400 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_1_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		car_1 (1416 verts)	-1	False	True	False	4	[car_blue (UnityEngine.Material)] [car_glass (UnityEngine.Material)] [car_black (UnityEngine.Material)] [car_light (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		wheel_1_R (400 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_L (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_1_R (400 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_L (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_R.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_R.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_L (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		car_3 (1434 verts)	-1	False	True	False	4	[car_green (UnityEngine.Material)] [car_glass (UnityEngine.Material)] [car_black (UnityEngine.Material)] [car_light (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		wheel_2_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_1_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		Building63 (645 verts)	-1	False	False	False	110	[noname3935 (UnityEngine.Material)] [noname4019 (UnityEngine.Material)] [noname3943 (UnityEngine.Material)] [noname3951 (UnityEngine.Material)] [noname3942 (UnityEngine.Material)] [noname3959 (UnityEngine.Material)] [noname4016 (UnityEngine.Material)] [noname3988 (UnityEngine.Material)] [noname3928 (UnityEngine.Material)] [noname3925 (UnityEngine.Material)] [noname3993 (UnityEngine.Material)] [noname3997 (UnityEngine.Material)] [noname4032 (UnityEngine.Material)] [noname3979 (UnityEngine.Material)] [noname3981 (UnityEngine.Material)] [noname4020 (UnityEngine.Material)] [noname3944 (UnityEngine.Material)] [noname3968 (UnityEngine.Material)] [noname3995 (UnityEngine.Material)] [noname3958 (UnityEngine.Material)] [noname3999 (UnityEngine.Material)] [noname4003 (UnityEngine.Material)] [noname3933 (UnityEngine.Material)] [noname4021 (UnityEngine.Material)] [noname3989 (UnityEngine.Material)] [noname4017 (UnityEngine.Material)] [noname3998 (UnityEngine.Material)] [noname3986 (UnityEngine.Material)] [noname3976 (UnityEngine.Material)] [noname4009 (UnityEngine.Material)] [noname3970 (UnityEngine.Material)] [noname3964 (UnityEngine.Material)] [noname3977 (UnityEngine.Material)] [noname4033 (UnityEngine.Material)] [noname3938 (UnityEngine.Material)] [noname3965 (UnityEngine.Material)] [noname3974 (UnityEngine.Material)] [noname4024 (UnityEngine.Material)] [noname4026 (UnityEngine.Material)] [noname3936 (UnityEngine.Material)] [noname4012 (UnityEngine.Material)] [noname3973 (UnityEngine.Material)] [noname3952 (UnityEngine.Material)] [noname3940 (UnityEngine.Material)] [noname4014 (UnityEngine.Material)] [noname3927 (UnityEngine.Material)] [noname4008 (UnityEngine.Material)] [noname3930 (UnityEngine.Material)] [noname3963 (UnityEngine.Material)] [noname3967 (UnityEngine.Material)] [noname4027 (UnityEngine.Material)] [noname4000 (UnityEngine.Material)] [noname3985 (UnityEngine.Material)] [noname3948 (UnityEngine.Material)] [noname3931 (UnityEngine.Material)] [noname4011 (UnityEngine.Material)] [noname4018 (UnityEngine.Material)] [noname4029 (UnityEngine.Material)] [noname3932 (UnityEngine.Material)] [noname3926 (UnityEngine.Material)] [noname3956 (UnityEngine.Material)] [noname4005 (UnityEngine.Material)] [noname3996 (UnityEngine.Material)] [noname3991 (UnityEngine.Material)] [noname3972 (UnityEngine.Material)] [noname3971 (UnityEngine.Material)] [noname3929 (UnityEngine.Material)] [noname4006 (UnityEngine.Material)] [noname3966 (UnityEngine.Material)] [noname4031 (UnityEngine.Material)] [noname4002 (UnityEngine.Material)] [noname4030 (UnityEngine.Material)] [noname4025 (UnityEngine.Material)] [noname3955 (UnityEngine.Material)] [noname3934 (UnityEngine.Material)] [noname3994 (UnityEngine.Material)] [noname4007 (UnityEngine.Material)] [noname3980 (UnityEngine.Material)] [noname4010 (UnityEngine.Material)] [noname3987 (UnityEngine.Material)] [noname3990 (UnityEngine.Material)] [noname4028 (UnityEngine.Material)] [noname3983 (UnityEngine.Material)] [noname4034 (UnityEngine.Material)] [noname3992 (UnityEngine.Material)] [noname3939 (UnityEngine.Material)] [noname3953 (UnityEngine.Material)] [noname3937 (UnityEngine.Material)] [noname3941 (UnityEngine.Material)] [noname3950 (UnityEngine.Material)] [noname3949 (UnityEngine.Material)] [noname3945 (UnityEngine.Material)] [noname3946 (UnityEngine.Material)] [noname3961 (UnityEngine.Material)] [noname4015 (UnityEngine.Material)] [noname4004 (UnityEngine.Material)] [noname3978 (UnityEngine.Material)] [noname3957 (UnityEngine.Material)] [noname4023 (UnityEngine.Material)] [noname3947 (UnityEngine.Material)] [noname4013 (UnityEngine.Material)] [noname3984 (UnityEngine.Material)] [noname4001 (UnityEngine.Material)] [noname3982 (UnityEngine.Material)] [noname3960 (UnityEngine.Material)] [noname3975 (UnityEngine.Material)] [noname3962 (UnityEngine.Material)] [noname3969 (UnityEngine.Material)] [noname3954 (UnityEngine.Material)] [noname4022 (UnityEngine.Material)] 	
		car_2 (1404 verts)	-1	False	True	False	4	[car_red (UnityEngine.Material)] [car_glass (UnityEngine.Material)] [car_black (UnityEngine.Material)] [car_light (UnityEngine.Material)] 	 [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		wheel_2_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_1_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		SmartLabBall (514 verts)	-1	False	False	False	1	[FootballTexture 2 (UnityEngine.Material)] 	
		wheel_1_L (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_R.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		Building14 (56 verts)	-1	False	False	False	13	[noname3435 (UnityEngine.Material)] [noname3432 (UnityEngine.Material)] [noname3442 (UnityEngine.Material)] [noname3438 (UnityEngine.Material)] [noname3439 (UnityEngine.Material)] [noname3441 (UnityEngine.Material)] [noname3430 (UnityEngine.Material)] [noname3436 (UnityEngine.Material)] [noname3433 (UnityEngine.Material)] [noname3431 (UnityEngine.Material)] [noname3440 (UnityEngine.Material)] [noname3434 (UnityEngine.Material)] [noname3437 (UnityEngine.Material)] 	
		wheel_1_L.001 (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_1_R (400 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
		wheel_2_R (398 verts)	-1	False	False	False	2	[car_black (UnityEngine.Material)] [car_glass (UnityEngine.Material)] 	
